verse_id,lang,segment_type,chars,gpt_tokens,o200k_tokens,gemini_tokens,spm_tokens,chars_per_gpt_tok,chars_per_o200k_tok,chars_per_gemini_tok,chars_per_spm_tok
548,hi,hi_trans,448,432,141,121,108,1.037037037037037,3.1773049645390072,3.7024793388429753,4.148148148148148
548,hi,hi_mean,586,569,178,143,131,1.0298769771528997,3.292134831460674,4.0979020979020975,4.473282442748092
549,sa,sa_verse,84,85,37,36,19,0.9882352941176471,2.27027027027027,2.3333333333333335,4.421052631578948
549,en,en_trans,126,28,28,26,24,4.5,4.5,4.846153846153846,5.25
549,en,en_mean,1691,422,382,373,391,4.007109004739337,4.4267015706806285,4.533512064343164,4.324808184143222
549,hi,hi_trans,137,130,38,33,34,1.0538461538461539,3.6052631578947367,4.151515151515151,4.029411764705882
549,hi,hi_mean,1494,1458,462,378,362,1.0246913580246915,3.2337662337662336,3.9523809523809526,4.12707182320442
550,sa,sa_verse,88,85,38,34,17,1.035294117647059,2.3157894736842106,2.588235294117647,5.176470588235294
550,en,en_trans,119,30,29,26,24,3.966666666666667,4.103448275862069,4.576923076923077,4.958333333333333
550,en,en_mean,1121,362,312,304,341,3.096685082872928,3.592948717948718,3.6875,3.2873900293255134
550,hi,hi_trans,89,91,34,28,21,0.978021978021978,2.6176470588235294,3.1785714285714284,4.238095238095238
550,hi,hi_mean,971,958,355,278,273,1.0135699373695197,2.7352112676056337,3.4928057553956835,3.5567765567765566
551,sa,sa_verse,102,106,54,46,23,0.9622641509433962,1.8888888888888888,2.217391304347826,4.434782608695652
551,en,en_trans,217,52,52,48,46,4.173076923076923,4.173076923076923,4.520833333333333,4.717391304347826
551,en,en_mean,2552,683,629,612,693,3.7364568081991214,4.0572337042925275,4.169934640522876,3.6825396825396823
551,hi,hi_trans,213,215,73,59,50,0.9906976744186047,2.9178082191780823,3.610169491525424,4.26
551,hi,hi_mean,2497,2475,828,692,640,1.008888888888889,3.0157004830917873,3.6083815028901736,3.9015625
552,sa,sa_verse,113,119,51,44,25,0.9495798319327731,2.215686274509804,2.5681818181818183,4.52
552,en,en_trans,286,67,65,65,61,4.268656716417911,4.4,4.4,4.688524590163935
552,en,en_mean,1939,456,437,425,499,4.25219298245614,4.437070938215103,4.562352941176471,3.8857715430861726
552,hi,hi_trans,301,295,92,80,68,1.0203389830508474,3.2717391304347827,3.7625,4.426470588235294
552,hi,hi_mean,2058,2074,683,558,539,0.9922854387656702,3.013177159590044,3.6881720430107525,3.8181818181818183
553,sa,sa_verse,231,232,116,100,38,0.9956896551724138,1.9913793103448276,2.31,6.078947368421052
553,en,en_trans,413,90,91,91,91,4.588888888888889,4.538461538461538,4.538461538461538,4.538461538461538
553,en,en_mean,4754,1087,1063,1045,1165,4.373505059797608,4.472248353715899,4.549282296650718,4.0806866952789695
553,hi,hi_trans,382,372,115,95,84,1.0268817204301075,3.3217391304347825,4.021052631578947,4.5476190476190474
553,hi,hi_mean,4173,4088,1330,1091,1050,1.0207925636007829,3.137593984962406,3.824931255728689,3.974285714285714
554,sa,sa_verse,231,232,116,100,38,0.9956896551724138,1.9913793103448276,2.31,6.078947368421052
554,en,en_trans,413,90,91,91,91,4.588888888888889,4.538461538461538,4.538461538461538,4.538461538461538
554,en,en_mean,4754,1087,1063,1045,1165,4.373505059797608,4.472248353715899,4.549282296650718,4.0806866952789695
554,hi,hi_trans,382,372,115,95,84,1.0268817204301075,3.3217391304347825,4.021052631578947,4.5476190476190474
554,hi,hi_mean,4173,4088,1330,1091,1050,1.0207925636007829,3.137593984962406,3.824931255728689,3.974285714285714
555,sa,sa_verse,124,136,64,54,27,0.9117647058823529,1.9375,2.2962962962962963,4.592592592592593
555,en,en_trans,286,59,59,58,56,4.8474576271186445,4.8474576271186445,4.931034482758621,5.107142857142857
555,en,en_mean,3161,766,728,722,823,4.1266318537859,4.342032967032967,4.378116343490305,3.8408262454434996
555,hi,hi_trans,262,252,80,73,61,1.0396825396825398,3.275,3.589041095890411,4.295081967213115
555,hi,hi_mean,2711,2676,846,692,700,1.0130792227204783,3.2044917257683214,3.917630057803468,3.8728571428571428
556,sa,sa_verse,81,80,42,38,20,1.0125,1.9285714285714286,2.1315789473684212,4.05
556,en,en_trans,147,33,33,33,31,4.454545454545454,4.454545454545454,4.454545454545454,4.741935483870968
556,en,en_mean,1948,557,513,509,578,3.497307001795332,3.797270955165692,3.8271119842829076,3.370242214532872
556,hi,hi_trans,141,135,42,35,34,1.0444444444444445,3.357142857142857,4.0285714285714285,4.147058823529412
556,hi,hi_mean,1862,1858,641,495,491,1.0021528525296017,2.904836193447738,3.7616161616161614,3.7922606924643585
557,sa,sa_verse,81,82,40,32,20,0.9878048780487805,2.025,2.53125,4.05
557,en,en_trans,163,30,30,31,30,5.433333333333334,5.433333333333334,5.258064516129032,5.433333333333334
557,en,en_mean,2099,521,498,491,538,4.028790786948177,4.214859437751004,4.274949083503055,3.9014869888475836
557,hi,hi_trans,134,130,44,35,28,1.0307692307692307,3.0454545454545454,3.8285714285714287,4.785714285714286
557,hi,hi_mean,1841,1833,585,497,474,1.0043644298963448,3.147008547008547,3.704225352112676,3.8839662447257384
558,sa,sa_verse,89,93,44,41,18,0.956989247311828,2.022727272727273,2.1707317073170733,4.944444444444445
558,en,en_trans,159,35,35,35,35,4.542857142857143,4.542857142857143,4.542857142857143,4.542857142857143
558,en,en_mean,1393,296,295,291,344,4.706081081081081,4.722033898305085,4.786941580756014,4.049418604651163
558,hi,hi_trans,210,196,59,52,48,1.0714285714285714,3.559322033898305,4.038461538461538,4.375
558,hi,hi_mean,1305,1272,377,333,330,1.025943396226415,3.4615384615384617,3.918918918918919,3.9545454545454546
559,sa,sa_verse,82,78,41,39,20,1.0512820512820513,2.0,2.1025641025641026,4.1
559,en,en_trans,157,35,35,35,36,4.485714285714286,4.485714285714286,4.485714285714286,4.361111111111111
559,en,en_mean,3541,802,793,794,964,4.415211970074813,4.465321563682219,4.459697732997481,3.6732365145228214
559,hi,hi_trans,134,134,52,43,31,1.0,2.576923076923077,3.116279069767442,4.32258064516129
559,hi,hi_mean,3763,3664,1130,955,1025,1.0270196506550218,3.3300884955752212,3.9403141361256546,3.671219512195122
560,sa,sa_verse,99,101,47,40,20,0.9801980198019802,2.106382978723404,2.475,4.95
560,en,en_trans,195,42,42,42,42,4.642857142857143,4.642857142857143,4.642857142857143,4.642857142857143
560,en,en_mean,1721,366,360,357,436,4.702185792349726,4.780555555555556,4.820728291316526,3.947247706422018
560,hi,hi_trans,217,208,61,54,48,1.0432692307692308,3.557377049180328,4.018518518518518,4.520833333333333
560,hi,hi_mean,1411,1375,419,337,348,1.026181818181818,3.367541766109785,4.186943620178042,4.054597701149425
561,sa,sa_verse,93,98,47,46,17,0.9489795918367347,1.9787234042553192,2.0217391304347827,5.470588235294118
561,en,en_trans,166,39,39,37,34,4.256410256410256,4.256410256410256,4.486486486486487,4.882352941176471
561,en,en_mean,2974,642,637,624,776,4.632398753894081,4.668759811616955,4.766025641025641,3.832474226804124
561,hi,hi_trans,175,169,51,40,35,1.0355029585798816,3.4313725490196076,4.375,5.0
561,hi,hi_mean,2806,2728,831,706,757,1.028592375366569,3.3766546329723224,3.9745042492917846,3.706737120211361
562,sa,sa_verse,87,91,44,41,17,0.9560439560439561,1.9772727272727273,2.1219512195121952,5.117647058823529
562,en,en_trans,161,34,34,33,33,4.735294117647059,4.735294117647059,4.878787878787879,4.878787878787879
562,en,en_mean,3362,817,788,780,922,4.1150550795593634,4.266497461928934,4.31025641025641,3.646420824295011
562,hi,hi_trans,139,131,42,35,32,1.0610687022900764,3.3095238095238093,3.9714285714285715,4.34375
562,hi,hi_mean,3042,2998,919,772,812,1.0146764509673116,3.310119695321001,3.9404145077720205,3.7463054187192117
563,sa,sa_verse,86,88,41,38,22,0.9772727272727273,2.097560975609756,2.263157894736842,3.909090909090909
563,en,en_trans,128,32,29,28,27,4.0,4.413793103448276,4.571428571428571,4.7407407407407405
563,en,en_mean,1264,272,267,263,355,4.647058823529412,4.734082397003745,4.806083650190114,3.5605633802816903
563,hi,hi_trans,150,151,48,38,33,0.9933774834437086,3.125,3.9473684210526314,4.545454545454546
563,hi,hi_mean,1146,1149,348,280,308,0.9973890339425587,3.293103448275862,4.0928571428571425,3.720779220779221
564,sa,sa_verse,92,87,44,41,20,1.0574712643678161,2.090909090909091,2.2439024390243905,4.6
564,en,en_trans,190,42,41,39,39,4.523809523809524,4.634146341463414,4.871794871794871,4.871794871794871
564,en,en_mean,1384,362,341,336,441,3.8232044198895028,4.058651026392962,4.119047619047619,3.1383219954648527
564,hi,hi_trans,136,133,46,38,31,1.0225563909774436,2.9565217391304346,3.5789473684210527,4.387096774193548
564,hi,hi_mean,1286,1308,475,403,418,0.9831804281345565,2.7073684210526316,3.1910669975186106,3.076555023923445
565,sa,sa_verse,116,118,55,48,25,0.9830508474576272,2.109090909090909,2.4166666666666665,4.64
565,en,en_trans,222,56,56,55,52,3.9642857142857144,3.9642857142857144,4.036363636363636,4.269230769230769
565,en,en_mean,3271,768,727,712,870,4.259114583333333,4.499312242090784,4.594101123595506,3.759770114942529
565,hi,hi_trans,188,192,63,49,42,0.9791666666666666,2.984126984126984,3.836734693877551,4.476190476190476
565,hi,hi_mean,3676,3584,1160,919,987,1.0256696428571428,3.168965517241379,4.0,3.7244174265450862
566,sa,sa_verse,88,90,42,38,18,0.9777777777777777,2.0952380952380953,2.3157894736842106,4.888888888888889
566,en,en_trans,194,53,45,45,42,3.660377358490566,4.311111111111111,4.311111111111111,4.619047619047619
566,en,en_mean,684,167,151,150,150,4.095808383233533,4.529801324503311,4.56,4.56
566,hi,hi_trans,103,108,35,30,25,0.9537037037037037,2.942857142857143,3.433333333333333,4.12
566,hi,hi_mean,519,513,161,134,119,1.0116959064327486,3.2236024844720497,3.873134328358209,4.361344537815126
567,sa,sa_verse,87,88,40,39,23,0.9886363636363636,2.175,2.230769230769231,3.782608695652174
567,en,en_trans,176,33,33,31,31,5.333333333333333,5.333333333333333,5.67741935483871,5.67741935483871
567,en,en_mean,1926,438,425,418,480,4.397260273972603,4.531764705882353,4.607655502392345,4.0125
567,hi,hi_trans,164,162,48,39,33,1.0123456790123457,3.4166666666666665,4.205128205128205,4.96969696969697
567,hi,hi_mean,1578,1526,492,403,395,1.0340760157273918,3.207317073170732,3.9156327543424316,3.9949367088607595
568,sa,sa_verse,85,83,45,38,20,1.0240963855421688,1.8888888888888888,2.236842105263158,4.25
568,en,en_trans,182,45,42,39,38,4.044444444444444,4.333333333333333,4.666666666666667,4.7894736842105265
568,en,en_mean,1243,357,309,301,343,3.481792717086835,4.022653721682848,4.129568106312292,3.623906705539359
568,hi,hi_trans,151,150,48,42,31,1.0066666666666666,3.1458333333333335,3.5952380952380953,4.870967741935484
568,hi,hi_mean,1080,1077,358,287,285,1.0027855153203342,3.016759776536313,3.7630662020905925,3.789473684210526
569,sa,sa_verse,79,76,32,31,15,1.0394736842105263,2.46875,2.5483870967741935,5.266666666666667
569,en,en_trans,144,27,27,27,27,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333
569,en,en_mean,3101,914,819,815,918,3.3927789934354484,3.786324786324786,3.8049079754601225,3.377995642701525
569,hi,hi_trans,162,161,46,42,38,1.0062111801242235,3.5217391304347827,3.857142857142857,4.2631578947368425
569,hi,hi_mean,2978,2952,955,803,798,1.0088075880758807,3.1183246073298427,3.708592777085928,3.7318295739348373
570,sa,sa_verse,90,93,42,37,18,0.967741935483871,2.142857142857143,2.4324324324324325,5.0
570,en,en_trans,188,39,38,37,36,4.82051282051282,4.947368421052632,5.081081081081081,5.222222222222222
570,en,en_mean,606,126,124,121,149,4.809523809523809,4.887096774193548,5.008264462809917,4.067114093959732
570,hi,hi_trans,158,156,51,41,31,1.0128205128205128,3.0980392156862746,3.8536585365853657,5.096774193548387
570,hi,hi_mean,515,503,160,133,128,1.0238568588469186,3.21875,3.8721804511278197,4.0234375
571,sa,sa_verse,272,286,135,114,42,0.951048951048951,2.0148148148148146,2.3859649122807016,6.476190476190476
571,en,en_trans,603,131,131,125,113,4.603053435114504,4.603053435114504,4.824,5.336283185840708
571,en,en_mean,7379,1502,1492,1476,1783,4.912782956058589,4.945710455764075,4.999322493224932,4.138530566461021
571,hi,hi_trans,506,494,184,149,105,1.0242914979757085,2.75,3.3959731543624163,4.819047619047619
571,hi,hi_mean,7441,7257,2308,1899,1826,1.0253548298194846,3.2240034662045063,3.918378093733544,4.075027382256298
572,sa,sa_verse,272,286,135,114,42,0.951048951048951,2.0148148148148146,2.3859649122807016,6.476190476190476
572,en,en_trans,603,131,131,125,113,4.603053435114504,4.603053435114504,4.824,5.336283185840708
572,en,en_mean,7379,1502,1492,1476,1783,4.912782956058589,4.945710455764075,4.999322493224932,4.138530566461021
572,hi,hi_trans,506,494,184,149,105,1.0242914979757085,2.75,3.3959731543624163,4.819047619047619
572,hi,hi_mean,7441,7257,2308,1899,1826,1.0253548298194846,3.2240034662045063,3.918378093733544,4.075027382256298
573,sa,sa_verse,272,286,135,114,42,0.951048951048951,2.0148148148148146,2.3859649122807016,6.476190476190476
573,en,en_trans,603,131,131,125,113,4.603053435114504,4.603053435114504,4.824,5.336283185840708
573,en,en_mean,7379,1502,1492,1476,1783,4.912782956058589,4.945710455764075,4.999322493224932,4.138530566461021
573,hi,hi_trans,506,494,184,149,105,1.0242914979757085,2.75,3.3959731543624163,4.819047619047619
573,hi,hi_mean,7441,7257,2308,1899,1826,1.0253548298194846,3.2240034662045063,3.918378093733544,4.075027382256298
574,sa,sa_verse,87,87,40,36,19,1.0,2.175,2.4166666666666665,4.578947368421052
574,en,en_trans,129,30,31,28,26,4.3,4.161290322580645,4.607142857142857,4.961538461538462
574,en,en_mean,879,171,174,164,196,5.140350877192983,5.051724137931035,5.359756097560975,4.48469387755102
574,hi,hi_trans,97,98,36,31,22,0.9897959183673469,2.6944444444444446,3.129032258064516,4.409090909090909
574,hi,hi_mean,802,789,253,203,207,1.0164765525982256,3.1699604743083003,3.9507389162561575,3.8743961352657004
575,sa,sa_verse,83,86,44,39,18,0.9651162790697675,1.8863636363636365,2.128205128205128,4.611111111111111
575,en,en_trans,180,39,40,38,35,4.615384615384615,4.5,4.7368421052631575,5.142857142857143
575,en,en_mean,2188,435,434,419,509,5.029885057471264,5.04147465437788,5.221957040572792,4.298624754420432
575,hi,hi_trans,152,154,51,40,35,0.987012987012987,2.980392156862745,3.8,4.3428571428571425
575,hi,hi_mean,2264,2227,671,529,542,1.016614279299506,3.3740685543964233,4.279773156899811,4.177121771217712
576,sa,sa_verse,88,93,44,37,21,0.946236559139785,2.0,2.3783783783783785,4.190476190476191
576,en,en_trans,220,47,49,46,44,4.680851063829787,4.489795918367347,4.782608695652174,5.0
576,en,en_mean,1401,300,301,290,327,4.67,4.6544850498338874,4.8310344827586205,4.284403669724771
576,hi,hi_trans,210,210,66,53,47,1.0,3.1818181818181817,3.9622641509433962,4.468085106382978
576,hi,hi_mean,1322,1320,411,346,320,1.0015151515151515,3.21654501216545,3.820809248554913,4.13125
577,sa,sa_verse,90,89,42,36,22,1.0112359550561798,2.142857142857143,2.5,4.090909090909091
577,en,en_trans,178,34,35,34,32,5.235294117647059,5.085714285714285,5.235294117647059,5.5625
577,en,en_mean,2688,565,567,570,698,4.757522123893805,4.7407407407407405,4.71578947368421,3.8510028653295127
577,hi,hi_trans,156,152,50,44,38,1.0263157894736843,3.12,3.5454545454545454,4.105263157894737
577,hi,hi_mean,2798,2735,818,677,738,1.0230347349177331,3.4205378973105134,4.132939438700148,3.7913279132791327
578,sa,sa_verse,76,77,39,35,15,0.987012987012987,1.9487179487179487,2.1714285714285713,5.066666666666666
578,en,en_trans,248,53,52,52,52,4.679245283018868,4.769230769230769,4.769230769230769,4.769230769230769
578,en,en_mean,1974,399,398,389,482,4.947368421052632,4.959798994974874,5.074550128534704,4.095435684647303
578,hi,hi_trans,190,190,59,49,43,1.0,3.2203389830508473,3.877551020408163,4.4186046511627906
578,hi,hi_mean,1888,1864,553,469,482,1.0128755364806867,3.4141048824593128,4.025586353944563,3.91701244813278
579,sa,sa_verse,90,100,44,40,20,0.9,2.0454545454545454,2.25,4.5
579,en,en_trans,151,30,29,28,27,5.033333333333333,5.206896551724138,5.392857142857143,5.592592592592593
579,en,en_mean,1320,339,312,307,369,3.893805309734513,4.230769230769231,4.299674267100977,3.5772357723577235
579,hi,hi_trans,155,150,48,37,33,1.0333333333333334,3.2291666666666665,4.1891891891891895,4.696969696969697
579,hi,hi_mean,1206,1169,370,317,321,1.0316509837467922,3.2594594594594595,3.804416403785489,3.7570093457943927
580,sa,sa_verse,96,95,50,42,20,1.0105263157894737,1.92,2.2857142857142856,4.8
580,en,en_trans,193,44,45,42,35,4.386363636363637,4.288888888888889,4.595238095238095,5.514285714285714
580,en,en_mean,505,98,99,97,108,5.153061224489796,5.101010101010101,5.206185567010309,4.675925925925926
580,hi,hi_trans,189,185,63,53,39,1.0216216216216216,3.0,3.5660377358490565,4.846153846153846
580,hi,hi_mean,510,514,162,136,118,0.9922178988326849,3.1481481481481484,3.75,4.322033898305085
581,sa,sa_verse,80,77,39,36,18,1.0389610389610389,2.051282051282051,2.2222222222222223,4.444444444444445
581,en,en_trans,200,36,35,34,34,5.555555555555555,5.714285714285714,5.882352941176471,5.882352941176471
581,en,en_mean,1661,397,368,366,438,4.183879093198993,4.513586956521739,4.538251366120218,3.7922374429223744
581,hi,hi_trans,184,178,54,49,40,1.0337078651685394,3.4074074074074074,3.7551020408163267,4.6
581,hi,hi_mean,1668,1649,509,433,424,1.0115221346270467,3.2770137524557956,3.852193995381062,3.9339622641509435
582,sa,sa_verse,80,84,40,39,18,0.9523809523809523,2.0,2.051282051282051,4.444444444444445
582,en,en_trans,162,34,32,32,32,4.764705882352941,5.0625,5.0625,5.0625
582,en,en_mean,1015,263,247,246,291,3.859315589353612,4.109311740890688,4.126016260162602,3.4879725085910653
582,hi,hi_trans,163,159,55,44,36,1.0251572327044025,2.963636363636364,3.7045454545454546,4.527777777777778
582,hi,hi_mean,1072,1071,346,289,311,1.0009337068160598,3.098265895953757,3.709342560553633,3.446945337620579
583,sa,sa_verse,256,262,133,119,40,0.9770992366412213,1.9248120300751879,2.1512605042016806,6.4
583,en,en_trans,526,126,127,126,122,4.174603174603175,4.141732283464567,4.174603174603175,4.311475409836065
583,en,en_mean,3414,853,810,799,974,4.002344665885111,4.214814814814815,4.272841051314143,3.5051334702258727
583,hi,hi_trans,529,527,167,142,126,1.0037950664136623,3.1676646706586826,3.7253521126760565,4.198412698412699
583,hi,hi_mean,3553,3480,1114,933,965,1.020977011494253,3.189407540394973,3.8081457663451235,3.6818652849740934
584,sa,sa_verse,256,262,133,119,40,0.9770992366412213,1.9248120300751879,2.1512605042016806,6.4
584,en,en_trans,526,126,127,126,122,4.174603174603175,4.141732283464567,4.174603174603175,4.311475409836065
584,en,en_mean,3414,853,810,799,974,4.002344665885111,4.214814814814815,4.272841051314143,3.5051334702258727
584,hi,hi_trans,529,527,167,142,126,1.0037950664136623,3.1676646706586826,3.7253521126760565,4.198412698412699
584,hi,hi_mean,3553,3480,1114,933,965,1.020977011494253,3.189407540394973,3.8081457663451235,3.6818652849740934
585,sa,sa_verse,256,262,133,119,40,0.9770992366412213,1.9248120300751879,2.1512605042016806,6.4
585,en,en_trans,526,126,127,126,122,4.174603174603175,4.141732283464567,4.174603174603175,4.311475409836065
585,en,en_mean,3414,853,810,799,974,4.002344665885111,4.214814814814815,4.272841051314143,3.5051334702258727
585,hi,hi_trans,529,527,167,142,126,1.0037950664136623,3.1676646706586826,3.7253521126760565,4.198412698412699
585,hi,hi_mean,3553,3480,1114,933,965,1.020977011494253,3.189407540394973,3.8081457663451235,3.6818652849740934
586,sa,sa_verse,80,80,41,37,20,1.0,1.951219512195122,2.1621621621621623,4.0
586,en,en_trans,169,40,39,36,31,4.225,4.333333333333333,4.694444444444445,5.451612903225806
586,en,en_mean,2510,614,579,574,692,4.087947882736156,4.335060449050086,4.372822299651568,3.6271676300578033
586,hi,hi_trans,125,124,48,38,26,1.0080645161290323,2.6041666666666665,3.289473684210526,4.8076923076923075
586,hi,hi_mean,1689,1649,508,421,457,1.0242571255306245,3.324803149606299,4.01187648456057,3.6958424507658645
587,sa,sa_verse,87,90,44,36,20,0.9666666666666667,1.9772727272727273,2.4166666666666665,4.35
587,en,en_trans,177,38,38,37,34,4.657894736842105,4.657894736842105,4.783783783783784,5.205882352941177
587,en,en_mean,743,183,172,163,193,4.060109289617486,4.319767441860465,4.558282208588957,3.849740932642487
587,hi,hi_trans,180,176,61,49,39,1.0227272727272727,2.9508196721311477,3.673469387755102,4.615384615384615
587,hi,hi_mean,954,942,293,251,236,1.0127388535031847,3.255972696245734,3.800796812749004,4.0423728813559325
588,sa,sa_verse,90,88,45,44,22,1.0227272727272727,2.0,2.0454545454545454,4.090909090909091
588,en,en_trans,143,35,36,34,32,4.085714285714285,3.9722222222222223,4.205882352941177,4.46875
588,en,en_mean,635,129,130,126,151,4.922480620155039,4.884615384615385,5.0396825396825395,4.2052980132450335
588,hi,hi_trans,138,134,45,37,31,1.0298507462686568,3.066666666666667,3.72972972972973,4.451612903225806
588,hi,hi_mean,625,632,189,153,148,0.9889240506329114,3.306878306878307,4.084967320261438,4.222972972972973
589,sa,sa_verse,174,170,86,80,25,1.0235294117647058,2.0232558139534884,2.175,6.96
589,en,en_trans,345,77,80,72,66,4.48051948051948,4.3125,4.791666666666667,5.2272727272727275
589,en,en_mean,654,138,140,135,167,4.739130434782608,4.671428571428572,4.844444444444444,3.9161676646706587
589,hi,hi_trans,317,321,108,95,70,0.9875389408099688,2.935185185185185,3.336842105263158,4.5285714285714285
589,hi,hi_mean,645,626,190,162,149,1.0303514376996805,3.3947368421052633,3.9814814814814814,4.328859060402684
590,sa,sa_verse,174,170,86,80,25,1.0235294117647058,2.0232558139534884,2.175,6.96
590,en,en_trans,345,77,80,72,66,4.48051948051948,4.3125,4.791666666666667,5.2272727272727275
590,en,en_mean,654,138,140,135,167,4.739130434782608,4.671428571428572,4.844444444444444,3.9161676646706587
590,hi,hi_trans,317,321,108,95,70,0.9875389408099688,2.935185185185185,3.336842105263158,4.5285714285714285
590,hi,hi_mean,645,626,190,162,149,1.0303514376996805,3.3947368421052633,3.9814814814814814,4.328859060402684
591,sa,sa_verse,91,87,43,41,19,1.0459770114942528,2.116279069767442,2.2195121951219514,4.7894736842105265
591,en,en_trans,139,31,32,31,31,4.483870967741935,4.34375,4.483870967741935,4.483870967741935
591,en,en_mean,895,202,202,193,224,4.430693069306931,4.430693069306931,4.637305699481865,3.9955357142857144
591,hi,hi_trans,114,112,36,29,26,1.0178571428571428,3.1666666666666665,3.9310344827586206,4.384615384615385
591,hi,hi_mean,993,963,305,247,231,1.0311526479750779,3.2557377049180327,4.020242914979757,4.298701298701299
592,sa,sa_verse,93,91,44,40,19,1.021978021978022,2.1136363636363638,2.325,4.894736842105263
592,en,en_trans,128,25,25,25,25,5.12,5.12,5.12,5.12
592,en,en_mean,674,143,143,139,149,4.713286713286713,4.713286713286713,4.848920863309353,4.523489932885906
592,hi,hi_trans,139,128,40,34,30,1.0859375,3.475,4.088235294117647,4.633333333333334
592,hi,hi_mean,700,670,204,171,163,1.044776119402985,3.4313725490196076,4.093567251461988,4.294478527607362
593,sa,sa_verse,88,83,43,36,19,1.0602409638554218,2.046511627906977,2.4444444444444446,4.631578947368421
593,en,en_trans,160,32,32,31,30,5.0,5.0,5.161290322580645,5.333333333333333
593,en,en_mean,905,178,175,171,194,5.084269662921348,5.171428571428572,5.292397660818714,4.664948453608248
593,hi,hi_trans,174,162,57,47,38,1.0740740740740742,3.0526315789473686,3.702127659574468,4.578947368421052
593,hi,hi_mean,932,886,270,227,216,1.0519187358916477,3.4518518518518517,4.105726872246696,4.314814814814815
594,sa,sa_verse,104,97,43,34,20,1.0721649484536082,2.4186046511627906,3.0588235294117645,5.2
594,en,en_trans,221,40,40,40,40,5.525,5.525,5.525,5.525
594,en,en_mean,1221,290,278,270,303,4.210344827586207,4.392086330935252,4.522222222222222,4.02970297029703
594,hi,hi_trans,206,192,58,46,40,1.0729166666666667,3.5517241379310347,4.478260869565218,5.15
594,hi,hi_mean,1362,1303,414,345,356,1.0452801227935533,3.289855072463768,3.9478260869565216,3.8258426966292136
595,sa,sa_verse,111,113,53,43,21,0.9823008849557522,2.0943396226415096,2.5813953488372094,5.285714285714286
595,en,en_trans,184,40,40,40,38,4.6,4.6,4.6,4.842105263157895
595,en,en_mean,826,160,161,154,185,5.1625,5.130434782608695,5.363636363636363,4.464864864864865
595,hi,hi_trans,205,204,70,61,44,1.0049019607843137,2.9285714285714284,3.360655737704918,4.659090909090909
595,hi,hi_mean,837,811,249,193,189,1.0320591861898891,3.36144578313253,4.33678756476684,4.428571428571429
596,sa,sa_verse,105,108,47,42,21,0.9722222222222222,2.234042553191489,2.5,5.0
596,en,en_trans,168,45,43,44,36,3.7333333333333334,3.9069767441860463,3.8181818181818183,4.666666666666667
596,en,en_mean,2025,433,434,433,546,4.676674364896074,4.6658986175115205,4.676674364896074,3.708791208791209
596,hi,hi_trans,171,164,60,42,38,1.0426829268292683,2.85,4.071428571428571,4.5
596,hi,hi_mean,2309,2238,624,520,576,1.0317247542448615,3.7003205128205128,4.440384615384615,4.008680555555555
597,sa,sa_verse,90,91,36,35,21,0.989010989010989,2.5,2.5714285714285716,4.285714285714286
597,en,en_trans,157,34,34,33,33,4.617647058823529,4.617647058823529,4.757575757575758,4.757575757575758
597,en,en_mean,1190,239,237,232,293,4.97907949790795,5.0210970464135025,5.129310344827586,4.061433447098976
597,hi,hi_trans,169,164,48,43,38,1.0304878048780488,3.5208333333333335,3.9302325581395348,4.447368421052632
597,hi,hi_mean,1289,1232,338,281,304,1.0462662337662338,3.8136094674556213,4.587188612099644,4.240131578947368
598,sa,sa_verse,93,94,44,39,18,0.9893617021276596,2.1136363636363638,2.3846153846153846,5.166666666666667
598,en,en_trans,180,45,40,40,38,4.0,4.5,4.5,4.7368421052631575
598,en,en_mean,678,166,152,149,152,4.0843373493975905,4.4605263157894735,4.550335570469799,4.4605263157894735
598,hi,hi_trans,150,153,50,43,30,0.9803921568627451,3.0,3.488372093023256,5.0
598,hi,hi_mean,681,670,214,171,146,1.016417910447761,3.182242990654206,3.982456140350877,4.664383561643835
599,sa,sa_verse,173,177,85,78,29,0.9774011299435028,2.0352941176470587,2.217948717948718,5.9655172413793105
599,en,en_trans,322,68,67,64,59,4.735294117647059,4.8059701492537314,5.03125,5.4576271186440675
599,en,en_mean,1209,247,244,238,264,4.894736842105263,4.954918032786885,5.079831932773109,4.579545454545454
599,hi,hi_trans,317,311,96,84,67,1.0192926045016077,3.3020833333333335,3.7738095238095237,4.731343283582089
599,hi,hi_mean,1299,1264,406,322,308,1.0276898734177216,3.1995073891625614,4.03416149068323,4.217532467532467
600,sa,sa_verse,173,177,85,78,29,0.9774011299435028,2.0352941176470587,2.217948717948718,5.9655172413793105
600,en,en_trans,322,68,67,64,59,4.735294117647059,4.8059701492537314,5.03125,5.4576271186440675
600,en,en_mean,1209,247,244,238,264,4.894736842105263,4.954918032786885,5.079831932773109,4.579545454545454
600,hi,hi_trans,317,311,96,84,67,1.0192926045016077,3.3020833333333335,3.7738095238095237,4.731343283582089
600,hi,hi_mean,1299,1264,406,322,308,1.0276898734177216,3.1995073891625614,4.03416149068323,4.217532467532467
601,sa,sa_verse,86,85,41,39,17,1.011764705882353,2.097560975609756,2.2051282051282053,5.0588235294117645
601,en,en_trans,203,42,42,41,40,4.833333333333333,4.833333333333333,4.951219512195122,5.075
